species_id,source_kind,source_id,name_ja,official_level_or_grade,gameplay_origin,balance_tier,archetype,bst,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,growth_rate,catch_rate,exp_yield,battle_affinity,runtime_status
147,digimon,quantumon,クオンタモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
148,digimon,loogamon,ルガモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,special_tank,330,61,42,58,44,57,68,medium_fast,180,70,neutral_v0,playtest_parameter_ready
149,digimon,proximamon,プロキシマモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
150,digimon,arcturusmon,アルクトゥルスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
151,digimon,greyknightsmon,グレイナイツモン,"究極体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
152,digimon,zanmetsumon,ザンメツモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,swift_physical,520,79,105,73,112,69,82,slow,60,180,neutral_v0,playtest_parameter_ready
153,digimon,bombermon,ボマーモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
154,digimon,ghilliedhumon,ギリードゥモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical,520,87,109,87,82,69,86,slow,60,180,neutral_v0,playtest_parameter_ready
155,digimon,fumamon,フウマモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
156,digimon,cthyllamon,クティーラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
157,digimon,regulusmon,レグルスモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical,520,87,109,87,82,69,86,slow,60,180,neutral_v0,playtest_parameter_ready
158,digimon,ragnamon,ラグナモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
159,digimon,destromon,デストロモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical,520,87,109,87,82,69,86,slow,60,180,neutral_v0,playtest_parameter_ready
160,digimon,snatchmon,スナッチモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
161,digimon,bemmon,ベムモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_special,330,50,44,50,70,65,51,medium_fast,180,70,neutral_v0,playtest_parameter_ready
162,digimon,baalmon_x,バアルモン（X抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,swift_physical,520,79,105,73,112,69,82,slow,60,180,neutral_v0,playtest_parameter_ready
163,digimon,amphimon,アンフィモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
164,digimon,diarbbitmon,ディルビットモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
165,digimon,siriusmon,シリウスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
166,digimon,shinegreymon_ruin,シャイングレイモン： ルインモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
167,digimon,chamblemon,シャンブルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
168,digimon,publimon,パブリモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
169,digimon,oleamon,オウリアモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,mixed,520,87,96,78,86,95,78,slow,60,180,neutral_v0,playtest_parameter_ready
170,digimon,huankunmon,ファンクンモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,special_tank,520,96,65,91,69,91,108,slow,60,180,neutral_v0,playtest_parameter_ready
171,digimon,xiangpengmon,シャンポンモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
172,digimon,xiquemon,シーチューモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
173,digimon,imperialdramonfightermode_vi,インペリアルドラモン：ファイターモード（黒）,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
174,digimon,greymon_blue_x,グレイモン（青）（X抗体）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
175,digimon,oboromon,オボロモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,swift_physical,520,79,105,73,112,69,82,slow,60,180,neutral_v0,playtest_parameter_ready
176,digimon,gyukimon,ギュウキモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
177,digimon,shinmonzaemon,しんもんざえモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
178,digimon,hoverespimon,ホバーエスピモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
179,digimon,espimon,エスピモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical,330,56,68,55,52,44,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
180,digimon,jupitermmon_wrath,ユピテルモン：ラースモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
181,digimon,plutomon,プルートモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
182,digimon,ceresmon,ケレスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
183,digimon,bacchusmon,バッカスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
184,digimon,junomon_hysteric,ユノモン：ヒステリックモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
185,digimon,junomon,ユノモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
186,digimon,thetismon,テティスモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,swift_physical,520,79,105,73,112,69,82,slow,60,180,neutral_v0,playtest_parameter_ready
187,digimon,lamortmon,ラモールモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,mixed,520,87,96,78,86,95,78,slow,60,180,neutral_v0,playtest_parameter_ready
188,digimon,canoweissmon,カノーヴァイスモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,swift_special,520,78,69,78,111,103,81,slow,60,180,neutral_v0,playtest_parameter_ready
189,digimon,sistermon_ciel_Awake,シスタモン シエル（覚醒）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
190,digimon,sistermon_noir_Awake,シスタモン ノワール（覚醒）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
191,digimon,sistermon_blanc_Awake,シスタモン ブラン（覚醒）,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical,330,56,68,55,52,44,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
192,digimon,gulusgammamon,グルスガンマモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
193,digimon,teslajellymon,テスラジェリーモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
194,digimon,symbareangoramon,ジンバーアンゴラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
195,digimon,blacktailmon_uver,ブラックテイルモン Uver.,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
196,digimon,weddinmon,ウェディンモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
197,digimon,shortmon,ショートモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
198,digimon,blackrapidmon,ブラックラピッドモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
199,digimon,blackgalgomon,ブラックガルゴモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
200,digimon,omegamonzwart_d,オメガモンズワルトDEFEAT,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
201,digimon,wezengammamon,ウェズンガンマモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
202,digimon,kausgammamon,カウスガンマモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
203,digimon,betelgammamon,ベテルガンマモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
204,digimon,abbadomoncore,アバドモンコア,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
205,digimon,luminamon_nene,ルミナモン（ネネVer.）,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical,520,87,109,87,82,69,86,slow,60,180,neutral_v0,playtest_parameter_ready
206,digimon,shoutmonx7_superior,シャウトモンX7：スペリオルモード,"究極体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
207,digimon,jellymon,ジェリーモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,balanced,330,55,55,55,55,55,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
208,digimon,puyoyomon,プヨヨモン,幼年期Ⅱ,project_generated_gameplay_v0_noncanonical,幼年期Ⅱ,physical_tank,240,44,42,52,30,30,42,medium_fast,220,45,neutral_v0,playtest_parameter_ready
209,digimon,puyomon,プヨモン,幼年期Ⅰ,project_generated_gameplay_v0_noncanonical,幼年期Ⅰ,physical,180,31,37,30,28,24,30,medium_fast,255,30,neutral_v0,playtest_parameter_ready
210,digimon,angoramon,アンゴラモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_special,330,50,44,50,70,65,51,medium_fast,180,70,neutral_v0,playtest_parameter_ready
211,digimon,bosamon,ボサモン,幼年期Ⅱ,project_generated_gameplay_v0_noncanonical,幼年期Ⅱ,physical_tank,240,44,42,52,30,30,42,medium_fast,220,45,neutral_v0,playtest_parameter_ready
212,digimon,pyonmon,ピョンモン,幼年期Ⅰ,project_generated_gameplay_v0_noncanonical,幼年期Ⅰ,special,180,31,24,28,30,37,30,medium_fast,255,30,neutral_v0,playtest_parameter_ready
213,digimon,gammamon,ガンマモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_physical,330,50,67,46,71,44,52,medium_fast,180,70,neutral_v0,playtest_parameter_ready
214,digimon,gurimon,グリモン,幼年期Ⅱ,project_generated_gameplay_v0_noncanonical,幼年期Ⅱ,mixed,240,40,44,36,40,44,36,medium_fast,220,45,neutral_v0,playtest_parameter_ready
215,digimon,curimon,クリモン,幼年期Ⅰ,project_generated_gameplay_v0_noncanonical,幼年期Ⅰ,swift_physical,180,28,36,25,39,24,28,medium_fast,255,30,neutral_v0,playtest_parameter_ready
216,digimon,abbadomon,アバドモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
217,digimon,negamon,ネガーモン,幼年期Ⅱ,project_generated_gameplay_v0_noncanonical,幼年期Ⅱ,mixed,240,40,44,36,40,44,36,medium_fast,220,45,neutral_v0,playtest_parameter_ready
218,digimon,pilevolcamon,パイルボルケーモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
219,digimon,raidenmon,ライデンモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
220,digimon,raijinmon,ライジンモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
221,digimon,dokunemon,ドクネモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_special,330,50,44,50,70,65,51,medium_fast,180,70,neutral_v0,playtest_parameter_ready
222,digimon,modokibetamon,モドキベタモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical_tank,330,61,58,72,41,41,57,medium_fast,180,70,neutral_v0,playtest_parameter_ready
223,digimon,hydramon,ヒュドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
224,digimon,bloomlordmon,ブルムロードモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
225,digimon,ajatarmon,アヤタラモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,mixed,520,87,96,78,86,95,78,slow,60,180,neutral_v0,playtest_parameter_ready
226,digimon,gardromon_gold,ガードロモン（金）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
227,digimon,burgamon_lv4,バーガモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
228,digimon,pidmon,ピッドモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
229,digimon,sandyammamon,サンドヤンマモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
230,digimon,yammamon,ヤンマモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
